the_geom,BIN,NAME,Height Roof
"MULTIPOLYGON (((-73.987636661393 40.703922684965, -73.987640344989 40.703858713001, -73.988072016808 40.703873110891, -73.988279792291 40.703880040057, -73.988382406249 40.703883462496, -73.988379599281 40.703932215923, -73.988350958492 40.704429592703, -73.988279696112 40.704427216224, -73.987865472978 40.704413401785, -73.987608891166 40.704404843007, -73.98760893865 40.704404021745, -73.98761405278 40.704315229134, -73.987636661393 40.703922684965)))",3329396,,92
"MULTIPOLYGON (((-73.975430087881 40.724735250705, -73.975465076803 40.724686899912, -73.975689841113 40.724781039103, -73.975654852304 40.724829390864, -73.975430087881 40.724735250705)))",1004553,,74.75
"MULTIPOLYGON (((-74.002814900154 40.717350304455, -74.002910565383 40.71723550503, -74.002916349382 40.717238295565, -74.003061471464 40.717308306464, -74.003234743481 40.717391896986, -74.00335914927 40.717451913327, -74.003290362034 40.717534459682, -74.003263484503 40.717566713121, -74.003100726689 40.717488194935, -74.002929092624 40.717405393918, -74.002814900154 40.717350304455)))",1001862,,152.48
"MULTIPOLYGON (((-73.984990384156 40.724658027058, -73.985052884001 40.724571335948, -73.985208896365 40.724636435902, -73.985091945797 40.724798657485, -73.985092746929 40.724831327166, -73.984973765254 40.724833018168, -73.984906749876 40.724833970248, -73.984812180041 40.724965143111, -73.98465463342 40.724899402155, -73.984771966487 40.724736656073, -73.984771185439 40.724704849079, -73.984958548079 40.724702186584, -73.984990384156 40.724658027058)))",1077559,,182.93
"MULTIPOLYGON (((-73.999280009742 40.717408150772, -73.999249009961 40.717379915977, -73.99928595042 40.717355676278, -73.999314273056 40.717385303235, -73.999280009742 40.717408150772)))",1089861,,10
"MULTIPOLYGON (((-73.989401136121 40.713755078455, -73.989398349669 40.713736421418, -73.989593237537 40.71371956993, -73.989595017968 40.713731494653, -73.98960091373 40.71377096817, -73.989628022263 40.713952482943, -73.989634667602 40.713996969667, -73.989491982322 40.714009308138, -73.98943977775 40.714013822125, -73.989412095153 40.713828456673, -73.989401136121 40.713755078455)))",1003623,,143
"MULTIPOLYGON (((-73.99628181211 40.717842409592, -73.996298235164 40.717814974278, -73.996312489772 40.717791158942, -73.99637184934 40.717691992144, -73.996378798904 40.717694400327, -73.996451919662 40.717719738456, -73.996361882575 40.717870155966, -73.99632209883 40.717856369693, -73.99628181211 40.717842409592)))",1003112,,41.65
"MULTIPOLYGON (((-73.995574798495 40.718629035117, -73.995641117309 40.718503818118, -73.995645498151 40.718495547999, -73.995722900477 40.718519586413, -73.995671573909 40.718624943274, -73.995660560711 40.718647548364, -73.995650081278 40.718652117157, -73.99563152835 40.718646428833, -73.995574798495 40.718629035117)))",1090572,,34
"MULTIPOLYGON (((-74.001918815394 40.718702452375, -74.001971799684 40.718634368415, -74.002254226914 40.718761605296, -74.002197617539 40.718828056829, -74.002149432258 40.718884619676, -74.001873715521 40.718760405443, -74.001918815394 40.718702452375)))",1002337,,47
"MULTIPOLYGON (((-74.006957487977 40.717501852808, -74.006966613421 40.717506104465, -74.007053513502 40.717546587911, -74.006985171266 40.717631517395, -74.00687406861 40.717769583101, -74.006778041701 40.717724847849, -74.00682219365 40.717669980757, -74.006946019896 40.717516103174, -74.006957487977 40.717501852808)))",1001960,,81.41
"MULTIPOLYGON (((-73.984281358501 40.723136503756, -73.984366401 40.723020331592, -73.984450198155 40.723055838322, -73.984365155756 40.723172010548, -73.984281358501 40.723136503756)))",1077500,,41.91
"MULTIPOLYGON (((-74.006511521097 40.710653784768, -74.006643295553 40.710545100863, -74.006675017632 40.710518937381, -74.006846996591 40.710377091384, -74.006936394309 40.710422932848, -74.006585622947 40.710706805341, -74.006511521097 40.710653784768)))",1001272,,79.7
"MULTIPOLYGON (((-74.006449707198 40.722880653995, -74.006482576722 40.722871628142, -74.00649131484 40.722877911405, -74.006525731109 40.722902658163, -74.006573645226 40.722937109832, -74.006611068178 40.722964018515, -74.007108795713 40.723321898159, -74.007415791457 40.723542634186, -74.007484085612 40.723591738148, -74.007462497538 40.723720868104, -74.007446461676 40.723816784204, -74.007442183955 40.723816370247, -74.007317251806 40.723804280813, -74.00682534759 40.723756680389, -74.006322395899 40.723708007764, -74.00631063043 40.723706869265, -74.006310668285 40.723706644136, -74.006440344875 40.722931036227, -74.006448723634 40.722880924203, -74.006449707198 40.722880653995)))",1002934,,245.44
"MULTIPOLYGON (((-73.992852938697 40.720412103514, -73.992887185574 40.720345473308, -73.992982000241 40.720373683993, -73.993053983268 40.72039510068, -73.993019735349 40.720461730935, -73.992852938697 40.720412103514)))",1005695,,54.08
"MULTIPOLYGON (((-73.975178429831 40.7221568768, -73.975193004161 40.722136360928, -73.975056223555 40.722080118863, -73.975012725454 40.722141353096, -73.974934128138 40.722109034731, -73.974989032834 40.722031741515, -73.974876768423 40.721985579462, -73.974926430482 40.721915669311, -73.975012205035 40.721950938408, -73.975059287675 40.721884657594, -73.975151079973 40.721922400692, -73.975086061041 40.722013931557, -73.975166854759 40.722047153504, -73.975252299431 40.722082286374, -73.975315927922 40.721992714626, -73.975407192705 40.722030240383, -73.975359363062 40.722097572073, -73.975443746363 40.722132268727, -73.97539652656 40.722198742376, -73.975392812825 40.722203969941, -73.975367527629 40.722193573554, -73.97527767211 40.722156626197, -73.97526447506 40.722175203578, -73.975225943755 40.722229445599, -73.975149904808 40.722198178827, -73.975149275223 40.722197920245, -73.975149957341 40.722196959549, -73.975178429831 40.7221568768)))",1077553,,61.87
"MULTIPOLYGON (((-74.005500116767 40.719350993181, -74.005470589953 40.719387792128, -74.005410900768 40.719360803064, -74.005439989672 40.719323833957, -74.005500116767 40.719350993181)))",1090940,,10
"MULTIPOLYGON (((-73.988121819012 40.711079704354, -73.987943502632 40.711097129619, -73.987920747524 40.710962296426, -73.98802011206 40.710952586692, -73.988099063549 40.710944871197, -73.98810909774 40.71100432667, -73.988121819012 40.711079704354)))",1083381,,38
"MULTIPOLYGON (((-74.001424694086 40.722947305159, -74.001585656554 40.722756936232, -74.001642504194 40.722784758478, -74.001732776609 40.722828938853, -74.001646771209 40.722930658074, -74.001545819129 40.723050052632, -74.001398698789 40.722978049774, -74.001424694086 40.722947305159)))",1007299,,79
"MULTIPOLYGON (((-73.994441442475 40.721527297795, -73.994460854277 40.721475229457, -73.994504024917 40.721359431377, -73.994519544102 40.721317800651, -73.994598476611 40.72135061175, -73.994505726401 40.721581286436, -73.994427600729 40.721564426943, -73.994441442475 40.721527297795)))",1007412,,60.48
"MULTIPOLYGON (((-73.988919528668 40.723917980562, -73.988999953311 40.72380478523, -73.989106518413 40.723654798401, -73.989183302924 40.723686375699, -73.989039143932 40.723889274763, -73.988996313394 40.723949557083, -73.988919528668 40.723917980562)))",1087936,,74
"MULTIPOLYGON (((-73.982328287024 40.723035145609, -73.982358411948 40.722993165771, -73.982424598943 40.723020657642, -73.982494318731 40.723049616943, -73.982558136474 40.72307612502, -73.982528010455 40.72311810491, -73.982522404222 40.723115776242, -73.982475969669 40.723096489275, -73.982450814426 40.723086040434, -73.982394474048 40.723062637497, -73.982328287024 40.723035145609)))",1076882,,33.99
"MULTIPOLYGON (((-73.992600764443 40.725261236997, -73.99264707236 40.725159634602, -73.992745426075 40.725185580908, -73.992740678447 40.725195999502, -73.992818156548 40.725216437814, -73.992776225909 40.725308436621, -73.992600764443 40.725261236997)))",1008199,,49.93
"MULTIPOLYGON (((-73.9780932701 40.71597139111, -73.978099640974 40.715913481397, -73.978187659552 40.715919088474, -73.978179425113 40.71599393914, -73.978246777914 40.716056331141, -73.978180057352 40.716098029258, -73.97823301492 40.71614708648, -73.97815470656 40.716196026996, -73.97820123615 40.716239129739, -73.978219125336 40.716255700715, -73.978154438238 40.71629612858, -73.978208981364 40.716346653044, -73.978126608935 40.716398134011, -73.978115257061 40.716472812078, -73.978028434956 40.716465171822, -73.978037074364 40.716408336859, -73.977960006602 40.716336944079, -73.978041207171 40.716286196023, -73.977992771609 40.716241326951, -73.977988874334 40.71623771696, -73.978066844313 40.716188987212, -73.978002878881 40.716129733133, -73.978067310221 40.716089465594, -73.978001656544 40.716028647005, -73.9780932701 40.71597139111)))",1083421,,123.62
"MULTIPOLYGON (((-74.010379405817 40.703700501756, -74.010456239857 40.703768020581, -74.010391255736 40.703810126296, -74.010259054307 40.703693950519, -74.010258901643 40.703693819958, -74.010260093088 40.703693034605, -74.010275329853 40.703682993439, -74.010274065752 40.703680686441, -74.01026464536 40.70366349561, -74.01030616013 40.70363613525, -74.01031530104 40.703644167897, -74.010379405817 40.703700501756)))",1000852,,59.56
"MULTIPOLYGON (((-74.001256467457 40.725053414931, -74.001023928208 40.724938038586, -74.00107313557 40.724880636972, -74.001367828185 40.725026850437, -74.001339808027 40.725059539254, -74.001328846389 40.725072326613, -74.001318622152 40.725084253075, -74.001256467457 40.725053414931)))",1007706,,86.19
"MULTIPOLYGON (((-74.007113627981 40.719559479074, -74.007085143373 40.719728615509, -74.007010357724 40.719721324158, -74.006988223608 40.719719166081, -74.00699608351 40.719672493974, -74.007009591399 40.719592291035, -74.00702036575 40.71952831545, -74.007067532436 40.719532914169, -74.007117285242 40.719537764852, -74.007113627981 40.719559479074)))",1002149,,58.48
"MULTIPOLYGON (((-73.972730722819 40.705703001784, -73.97291811834 40.705643511396, -73.972974378969 40.705746146924, -73.97278698321 40.705805636503, -73.972730722819 40.705703001784)))",3335181,249,29
"MULTIPOLYGON (((-74.002432085569 40.72564842737, -74.002496375015 40.725570969593, -74.002558179172 40.725600658925, -74.002493889769 40.725678116736, -74.002432085569 40.72564842737)))",1088208,,12
"MULTIPOLYGON (((-73.995662809436 40.713952642313, -73.995656432582 40.71390343457, -73.995747410617 40.713896607592, -73.99575161813 40.713929068454, -73.995844156003 40.713922123489, -73.99585033427 40.71396978774, -73.995838535762 40.713978525869, -73.995844664349 40.714025812803, -73.99585844777 40.714032388828, -73.995864640253 40.71408016384, -73.995681122687 40.714093935819, -73.995662809436 40.713952642313)))",1003514,,60.33
"MULTIPOLYGON (((-73.987941247459 40.72054932878, -73.98793377493 40.720539436797, -73.987901617543 40.720530009588, -73.987905884699 40.720521583065, -73.987881546829 40.720514448468, -73.98787588491 40.720525629503, -73.987837435956 40.720514357369, -73.987827369308 40.720515943904, -73.987783562584 40.720503102497, -73.987755845792 40.720494976955, -73.987787120212 40.720433220609, -73.987858643672 40.720454188439, -73.987862850665 40.720464171034, -73.987957796004 40.720492004055, -73.987972522916 40.720487572384, -73.988049667023 40.720510188616, -73.98801839281 40.720571944132, -73.987941247459 40.72054932878)))",1005370,,74.8
"MULTIPOLYGON (((-74.002480166748 40.724102488701, -74.002531448188 40.724040807192, -74.002739268257 40.724142050304, -74.002687535953 40.724203513092, -74.002480166748 40.724102488701)))",1007334,,61.98
"MULTIPOLYGON (((-73.988588069299 40.720748250678, -73.988547963162 40.72073648874, -73.988520910138 40.720728555256, -73.988470146383 40.72071366836, -73.988475244638 40.720703605673, -73.988501702028 40.720651379648, -73.988803709301 40.720739945731, -73.988772153896 40.720802234525, -73.988588069299 40.720748250678)))",1005343,,60.52
"MULTIPOLYGON (((-74.001576139697 40.708993431063, -74.001585138291 40.709001722846, -74.001650261005 40.709061731096, -74.001714843019 40.709121241334, -74.001768512935 40.709170696596, -74.001805346552 40.709204638091, -74.001682712849 40.709298631707, -74.00167954618 40.709301058631, -74.00154250984 40.709169227515, -74.001529766925 40.709156969026, -74.001499503703 40.709127854998, -74.001448646923 40.709078929976, -74.001445263574 40.709075675571, -74.001508850308 40.709035717271, -74.001576139697 40.708993431063)))",1085953,,32.23
"MULTIPOLYGON (((-74.001527358594 40.72178216237, -74.001392831179 40.721716239566, -74.001237526902 40.721640135667, -74.001285138541 40.721583893811, -74.00142739103 40.721653601489, -74.001434717601 40.72165719173, -74.001556163611 40.721716703935, -74.00158612331 40.721731385435, -74.001538511819 40.721787627415, -74.001527358594 40.72178216237)))",1079899,,59.55
"MULTIPOLYGON (((-73.991577669339 40.715290635927, -73.991444092925 40.715250783895, -73.991299340254 40.715207598075, -73.991333031977 40.715142218151, -73.991368731632 40.715152868468, -73.991445151134 40.715175668793, -73.991508864072 40.715194676981, -73.991548240738 40.715206424335, -73.991626063926 40.715229642479, -73.991592372447 40.715295022488, -73.991577669339 40.715290635927)))",1003839,,80
"MULTIPOLYGON (((-73.999362203106 40.725371412828, -73.999481026646 40.725232198293, -73.999518624898 40.725188147344, -73.999552090527 40.725204679928, -73.999622287557 40.725239357889, -73.999465867113 40.725422622612, -73.999362203106 40.725371412828)))",1077767,,81.74626335
"MULTIPOLYGON (((-74.016902430516 40.706392907799, -74.017049533901 40.706013646465, -74.017083329778 40.705926512455, -74.017181142128 40.705968276229, -74.017318477263 40.706026914069, -74.017116367458 40.706555154662, -74.016878837293 40.706453736313, -74.016902430516 40.706392907799)))",1087238,,379
"MULTIPOLYGON (((-74.001299222003 40.72030128406, -74.001346843292 40.720245316824, -74.001350063835 40.720246903484, -74.001646981818 40.72039315232, -74.001599360676 40.720449118779, -74.001373324173 40.720337783565, -74.001299222003 40.72030128406)))",1003024,,73.87
"MULTIPOLYGON (((-74.001564700511 40.718980792785, -74.001567333839 40.718977409533, -74.001627020956 40.718900714066, -74.001753273191 40.718957592025, -74.001700996163 40.719024766356, -74.001938781356 40.719131891765, -74.001907706937 40.719168367442, -74.001876076231 40.71920549689, -74.001564700511 40.718980792785)))",1002341,,124.02
"MULTIPOLYGON (((-73.987315004654 40.725134234751, -73.987356367867 40.725077547738, -73.987516281014 40.725145083569, -73.987474917894 40.725201770639, -73.987315004654 40.725134234751)))",1006178,,55.02
"MULTIPOLYGON (((-74.002543591646 40.720675866353, -74.002599863748 40.720609590274, -74.002865494964 40.720740145279, -74.002809223016 40.720806421487, -74.002543591646 40.720675866353)))",1002988,,79.14
"MULTIPOLYGON (((-74.002490678467 40.727386641918, -74.00236223383 40.727325304656, -74.002299671769 40.727295428836, -74.002293006236 40.72729224477, -74.002329487556 40.727248030845, -74.00236406286 40.727264541873, -74.002369195805 40.727276278101, -74.002365290943 40.727281010356, -74.002382288239 40.727295761244, -74.002405630998 40.727267472168, -74.002512693964 40.727318598979, -74.002487656247 40.727348942175, -74.00251470434 40.727361858487, -74.002519928965 40.727355526894, -74.002535771931 40.727363093523, -74.002555585011 40.727339081012, -74.002602146816 40.727361316237, -74.002555648397 40.727417668431, -74.002490678467 40.727386641918)))",1008064,,64.92
"MULTIPOLYGON (((-73.994468937542 40.72730529137, -73.994527154024 40.727237350745, -73.994676251788 40.727311290423, -73.994737610128 40.72734171964, -73.994924844671 40.727434570518, -73.994866628422 40.727502511342, -73.994468937542 40.72730529137)))",1008468,,79.29
"MULTIPOLYGON (((-74.014115550319 40.708428792138, -74.013983203887 40.708395485774, -74.013914679841 40.708378241183, -74.013943424159 40.708312100553, -74.013990250002 40.708323884364, -74.014225142781 40.708382996651, -74.014233102527 40.708385000205, -74.014206999883 40.708451806059, -74.014115550319 40.708428792138)))",1001045,,56.75
"MULTIPOLYGON (((-74.007711226753 40.709952115255, -74.007739966838 40.709923152889, -74.007747615619 40.709927548669, -74.007890253796 40.710009511603, -74.007861513739 40.710038474007, -74.007711226753 40.709952115255)))",1001203,,23.5
"MULTIPOLYGON (((-73.996335107843 40.717303525289, -73.996332168777 40.717288826167, -73.996237932612 40.717254616347, -73.996225199025 40.717255658721, -73.996200121867 40.71724655554, -73.996196052544 40.717253045382, -73.996153843069 40.7172377218, -73.996200177472 40.717163829268, -73.996201907938 40.717161070162, -73.996207297584 40.717163027148, -73.996269194513 40.7171854969, -73.996271167727 40.717201614296, -73.996298185815 40.717211422624, -73.996291261594 40.717222464458, -73.996305759457 40.717227728406, -73.996312752326 40.717216576711, -73.996365472484 40.717235715129, -73.996383172551 40.717226872676, -73.996445070782 40.717249343233, -73.996397004945 40.717325994972, -73.996335107843 40.717303525289)))",1077584,,77.46
"MULTIPOLYGON (((-73.990778472072 40.721703223176, -73.99080172154 40.721660569692, -73.99081373339 40.721664359996, -73.990824251164 40.721645063812, -73.990920838349 40.721675539312, -73.99092263669 40.721672240887, -73.991028463951 40.721705631074, -73.99099475607 40.721767471847, -73.990778472072 40.721703223176)))",1087564,,53
"MULTIPOLYGON (((-73.984672160056 40.719107946754, -73.984704357648 40.719045497063, -73.984743258449 40.719057107997, -73.984788771338 40.719070691909, -73.984789492075 40.719070907226, -73.984760972309 40.719126220885, -73.984753345637 40.719141013454, -73.984726160274 40.719193740115, -73.984722036109 40.719201739699, -73.984648336288 40.719179742144, -73.984636902725 40.719176329488, -73.984672160056 40.719107946754)))",1004124,,56.55
"MULTIPOLYGON (((-73.997996404506 40.714337144408, -73.998044909776 40.714273213492, -73.998053208414 40.714268301348, -73.998088746263 40.714247265115, -73.998108059633 40.714235833451, -73.998065488194 40.714183445541, -73.9980763845 40.71417968429, -73.998072486343 40.714173146518, -73.998107435793 40.714157709644, -73.998124939507 40.714149978146, -73.998171706003 40.714129322085, -73.998241212732 40.714245910472, -73.9982438056 40.714250259077, -73.998246586632 40.714254923764, -73.998234230523 40.714280688084, -73.998171912137 40.71433768403, -73.998117471041 40.714387474184, -73.997996404506 40.714337144408)))",1088322,,61
"MULTIPOLYGON (((-73.987495882817 40.720937104745, -73.987528297902 40.720873098223, -73.987728445969 40.72093177263, -73.987812995827 40.720956559136, -73.987780580976 40.721020566638, -73.987724526801 40.721004133577, -73.987495882817 40.720937104745)))",1079700,,53.13
"MULTIPOLYGON (((-73.996169497578 40.711837776557, -73.996177112263 40.71189074576, -73.996168046514 40.711902759175, -73.996171690018 40.711928106876, -73.996165181129 40.711928648767, -73.99615805922 40.711929241966, -73.996162419593 40.711959579422, -73.996176051581 40.711958444331, -73.996183260529 40.712008595821, -73.996195291973 40.712017209605, -73.99620381758 40.712076520233, -73.996116295303 40.712083804249, -73.996107768589 40.712024494516, -73.996113853195 40.712014372979, -73.996106644298 40.711964221485, -73.996120057352 40.711963105304, -73.996115696998 40.711932767846, -73.996102282767 40.711933884027, -73.996098639288 40.711908536324, -73.996089590227 40.711898030657, -73.996085732642 40.711871198904, -73.996081975611 40.711845061448, -73.996169497578 40.711837776557)))",1084605,,60.05
"MULTIPOLYGON (((-74.008141087344 40.715986142502, -74.008230218045 40.715871738023, -74.008244546756 40.715853345874, -74.008261927404 40.715861185372, -74.008324166368 40.715889258801, -74.008477457235 40.715958399606, -74.008384171054 40.716078141001, -74.008370665918 40.716095475008, -74.008356321053 40.716089004983, -74.008217374846 40.716026334062, -74.008220707059 40.7160220555, -74.008141087344 40.715986142502)))",1001596,,100
"MULTIPOLYGON (((-73.991330834078 40.714624687387, -73.9913681669 40.714551159002, -73.991457620732 40.714544542417, -73.991431671203 40.714595653469, -73.991405748862 40.714646709585, -73.991330834078 40.714624687387)))",1003803,,54.07
"MULTIPOLYGON (((-73.982977754435 40.717691346819, -73.983021119227 40.717704456546, -73.983016522516 40.717713258355, -73.983062967826 40.717727298747, -73.983093837885 40.717736631669, -73.983099672013 40.717743998698, -73.983128695916 40.717752773924, -73.98312658347 40.717756819607, -73.983262453315 40.717797894596, -73.983240616085 40.717839712914, -73.983229972173 40.717860096213, -73.983170319505 40.717842061997, -73.983162563915 40.717832267815, -73.983159930209 40.717828940946, -73.983110130931 40.717813886127, -73.983099421959 40.717810649022, -73.983104025771 40.717801833703, -73.983106197425 40.717797674565, -73.983101034066 40.717796113224, -73.983077106049 40.717788879513, -73.983070330579 40.717801853968, -73.982983902644 40.717775725533, -73.982980516085 40.717782209606, -73.982937151251 40.717769099865, -73.982977754435 40.717691346819)))",1004084,,71.93
"MULTIPOLYGON (((-73.985609464202 40.719180261593, -73.985675943493 40.719053361005, -73.985678728358 40.71904804474, -73.985697477019 40.719053730189, -73.98573121444 40.719063962367, -73.98574496528 40.719068132531, -73.985738218625 40.71908100989, -73.985675701235 40.719200348523, -73.985648230283 40.719192018086, -73.985609464202 40.719180261593)))",1004173,,38.04
"MULTIPOLYGON (((-73.990664583795 40.726620157399, -73.990701848862 40.726568174924, -73.990718454232 40.72656397809, -73.990740526017 40.726533187858, -73.99074912836 40.726521188365, -73.990757307173 40.72652458214, -73.99077604502 40.726498444564, -73.990767866209 40.72649505079, -73.990795142438 40.726457001961, -73.990791982822 40.726442442277, -73.990827188866 40.72639333312, -73.990908169688 40.726426932133, -73.990893239376 40.726447757928, -73.990873993691 40.726474605084, -73.990856477597 40.726482449831, -73.990829201392 40.726520499575, -73.990821275871 40.726517211185, -73.99080253922 40.726543348768, -73.99081046356 40.726546636259, -73.990782635597 40.726585456784, -73.99077978946 40.726589426, -73.990782829833 40.726601774024, -73.990780025132 40.726605686512, -73.99074556481 40.726653756526, -73.990664583795 40.726620157399)))",1077963,,67.04
"MULTIPOLYGON (((-73.996927610467 40.718339374237, -73.996965541107 40.718277084257, -73.997126515693 40.718333831326, -73.997088583988 40.718396120458, -73.996927610467 40.718339374237)))",1077960,,58.87
"MULTIPOLYGON (((-74.001518940455 40.708131928015, -74.001569219618 40.708103152401, -74.001659207041 40.708195239225, -74.001525268823 40.708275961113, -74.001447050546 40.708208299506, -74.001424548487 40.708188834335, -74.001430700708 40.708185125953, -74.001496655696 40.708145363036, -74.001518940455 40.708131928015)))",1078990,,54.12944149
"MULTIPOLYGON (((-73.979785382871 40.72719813568, -73.979819135989 40.72715151054, -73.979823086676 40.727153165468, -73.979904729116 40.727187370271, -73.979981592458 40.727219572353, -73.979947840603 40.727266198441, -73.979785382871 40.72719813568)))",1005140,,49.11
"MULTIPOLYGON (((-73.995947750557 40.726992050477, -73.995972557866 40.726962757788, -73.996132544005 40.727041169691, -73.996107736737 40.727070462414, -73.995947750557 40.726992050477)))",1084761,,16.96
"MULTIPOLYGON (((-73.998786362906 40.721207712107, -73.998918699495 40.72105039797, -73.998993545197 40.720961425579, -73.999071853294 40.720999557422, -73.998964718685 40.721126912906, -73.998867784089 40.721242143025, -73.998786362906 40.721207712107)))",1007021,,100.07
"MULTIPOLYGON (((-73.994487701818 40.721146170978, -73.994522820353 40.721057722783, -73.994530403477 40.72105946563, -73.994609325036 40.721077604717, -73.994594789936 40.721114210658, -73.994568969316 40.721179241557, -73.994487701818 40.721146170978)))",1007138,,47.02
"MULTIPOLYGON (((-73.999789687139 40.724918476708, -73.999807604253 40.724896887029, -73.999704344422 40.72484728766, -73.999624601584 40.724808983366, -73.999661468005 40.724764560454, -73.999707210323 40.724786532105, -73.999911434842 40.72488462942, -73.999940601368 40.724898639562, -73.99988581678 40.724964652257, -73.999789687139 40.724918476708)))",1007646,,79.81
"MULTIPOLYGON (((-74.003211496406 40.719644398426, -74.003297742167 40.719535106496, -74.003361665912 40.719454101974, -74.003505423675 40.719519773676, -74.003479256816 40.719552932148, -74.003355254431 40.719710069413, -74.003211496406 40.719644398426)))",1082443,,83.18
"MULTIPOLYGON (((-74.010290781081 40.707077409465, -74.010309671319 40.70705794502, -74.010330593451 40.707069703823, -74.010358914495 40.707085620519, -74.010414575545 40.707116902865, -74.010470087534 40.70714810145, -74.01052558419 40.707179291004, -74.010574283157 40.707206660286, -74.010580729412 40.707210283351, -74.010545630022 40.707246450211, -74.010492435431 40.7073012629, -74.010390127882 40.707406680646, -74.010333602439 40.707464924509, -74.010189520381 40.707613386659, -74.010168885683 40.707601789898, -74.010009364655 40.707512137263, -74.009918461543 40.707461048316, -74.009929834152 40.70744932898, -74.009956828109 40.707421514353, -74.010172402716 40.70719938706, -74.010290781081 40.707077409465)))",1001020,,63.34
"MULTIPOLYGON (((-73.989731921145 40.723088056272, -73.989761049467 40.7230312124, -73.989793449071 40.722967985999, -73.989821634842 40.722912979967, -73.989826009635 40.722904443523, -73.989884448424 40.722921777176, -73.989790360071 40.723105389973, -73.989731921145 40.723088056272)))",1005619,,61.23
"MULTIPOLYGON (((-74.007096160624 40.724845888636, -74.007099010323 40.724829619859, -74.007115381673 40.724831280288, -74.007146270435 40.724654968554, -74.007156273286 40.724597871138, -74.007519670986 40.724634719325, -74.007603503096 40.724643220029, -74.007535834646 40.725029484441, -74.00752226088 40.725106965148, -74.007419671666 40.72509656282, -74.007296327917 40.725084056328, -74.007176278382 40.725071883587, -74.007058656608 40.72505995641, -74.007058748878 40.725059430507, -74.00706919192 40.724999823356, -74.007070799541 40.724990643465, -74.007071840532 40.724984704542, -74.007072417809 40.724981410444, -74.007074086942 40.724971879351, -74.00707577027 40.724962272614, -74.007077594368 40.724951862615, -74.007079750872 40.72493955252, -74.007096160624 40.724845888636)))",1009723,,223.71
"MULTIPOLYGON (((-73.99474876376 40.71207722492, -73.994745188207 40.712052345443, -73.994835006464 40.712044870763, -73.994846897101 40.712127598526, -73.994855682921 40.712188723793, -73.994765864474 40.712196198489, -73.99474876376 40.71207722492)))",1003309,,64.64
"MULTIPOLYGON (((-73.994147639346 40.699500848289, -73.994096034965 40.699486802165, -73.994065258632 40.699552296645, -73.993973116124 40.699527217094, -73.993923757433 40.699513782458, -73.993945129123 40.699468299606, -73.993964256991 40.699427593851, -73.994009706406 40.699439963861, -73.994027875646 40.699401298606, -73.993982426255 40.699388927703, -73.994032903159 40.699281507312, -73.994111157226 40.699302807558, -73.994171385643 40.699319200847, -73.994143501758 40.699378543196, -73.994135236701 40.699396130681, -73.994163512292 40.699403826996, -73.994200471237 40.699413886686, -73.994236620114 40.699336955931, -73.994373961062 40.699374337587, -73.994334050227 40.699459272854, -73.994287605685 40.699446631869, -73.994274031818 40.69947552053, -73.994254947912 40.699516133586, -73.994301392496 40.699528774584, -73.994267371391 40.699601175887, -73.994119419269 40.69956090652, -73.994147639346 40.699500848289)))",3001640,,64.1176396
"MULTIPOLYGON (((-73.984761093081 40.722486040126, -73.98479680686 40.722437031909, -73.98483354749 40.722452529121, -73.984846021956 40.722435412076, -73.984830439972 40.722428839005, -73.984942882767 40.722274538831, -73.984999187787 40.722298289016, -73.984935726453 40.722385374421, -73.984838556884 40.722518715436, -73.984761093081 40.722486040126)))",1004948,,62.6
"MULTIPOLYGON (((-74.004669465469 40.717577021417, -74.00470310034 40.717528977828, -74.004837963593 40.717336345899, -74.004915174607 40.71737145352, -74.004878078094 40.717418684158, -74.00473742045 40.717597769996, -74.004700633742 40.717644606139, -74.004650290684 40.717621715415, -74.004681202902 40.717582358264, -74.004669465469 40.717577021417)))",1084419,,77.64
"MULTIPOLYGON (((-74.006160127352 40.720046491106, -74.006082597936 40.720013385282, -74.006056471374 40.720009139855, -74.006067343693 40.719970416456, -74.006067462012 40.719969996813, -74.005954054043 40.719924578315, -74.006052389691 40.719805742797, -74.006054797989 40.719802832222, -74.006237701514 40.71982349546, -74.006222427833 40.719902491719, -74.00621928342 40.719918743391, -74.006224598918 40.719919615698, -74.006208150479 40.72000469316, -74.006205135007 40.720020291955, -74.006198690387 40.720019570994, -74.006183796157 40.720017904051, -74.006183645915 40.720018680298, -74.006177884681 40.72004847848, -74.006160127352 40.720046491106)))",1088918,,119.38713937
"MULTIPOLYGON (((-74.011373527669 40.718822970936, -74.011380408195 40.718791494728, -74.011435291813 40.718798440326, -74.011490903281 40.718805115671, -74.011483917553 40.718837071868, -74.011476547468 40.718870787699, -74.011461710298 40.718938657918, -74.011446961795 40.719006121995, -74.011435467853 40.719058703017, -74.011432952405 40.719070208183, -74.011431972007 40.719074694621, -74.011376437191 40.71906766714, -74.011321552173 40.719060721515, -74.011325327147 40.719043454764, -74.011336724198 40.718991320415, -74.011351367555 40.718924338136, -74.011366158711 40.718856676854, -74.011373527669 40.718822970936)))",1795042,,23
"MULTIPOLYGON (((-73.987953439151 40.723348101503, -73.988001203398 40.723282462949, -73.988009911152 40.723270496985, -73.988201480436 40.723351188014, -73.988145007406 40.723428792625, -73.987953439151 40.723348101503)))",1005730,,53.23
